Translator,PoemID,opN,ctN,TotalMatch,Unmatch,ExactMatch,FieldMatch,GroupMatch,AdditionRate,UnmatchRate,TotalMatch_a,Unmatch_a,ExactMatch_a,FieldMatch_a,GroupMatch_a,AdditionRate_a,UnmatchRate_a
komachiya,0010,18,35,15,3,8,3,4,0.5714285714285714,0.16666666666666666,10,8,7,3,0,0.7142857142857143,0.4444444444444444
kubota,0010,18,37,14,4,7,2,5,0.6216216216216216,0.2222222222222222,10,8,6,2,2,0.7297297297297297,0.4444444444444444
kyusojin,0010,18,53,16,2,8,3,5,0.6981132075471699,0.1111111111111111,13,5,7,3,3,0.7547169811320755,0.2777777777777778
matsuda,0010,18,58,15,3,7,3,5,0.7413793103448276,0.16666666666666666,11,7,6,1,4,0.8103448275862069,0.3888888888888889
okumura,0010,18,49,16,2,7,3,6,0.6734693877551021,0.1111111111111111,10,8,6,3,1,0.7959183673469388,0.4444444444444444
ozawa,0010,18,45,15,3,8,3,4,0.6666666666666667,0.16666666666666666,11,7,7,3,1,0.7555555555555555,0.3888888888888889
takeoka,0010,18,28,16,2,7,3,6,0.4285714285714286,0.1111111111111111,10,8,6,3,1,0.6428571428571428,0.4444444444444444
kaneko,0011,20,36,18,2,12,2,4,0.5,0.1,14,6,11,2,1,0.6111111111111112,0.3
katagiri,0011,20,35,18,2,10,2,6,0.48571428571428577,0.1,14,6,9,2,3,0.6,0.3
kojimaarai,0011,20,21,15,5,9,1,5,0.2857142857142857,0.25,11,9,9,1,1,0.47619047619047616,0.45
komachiya,0011,20,24,18,2,9,1,8,0.25,0.1,10,10,8,1,1,0.5833333333333333,0.5
kubota,0011,20,28,16,4,11,1,4,0.4285714285714286,0.2,12,8,11,1,0,0.5714285714285714,0.4
kyusojin,0011,20,35,16,4,13,1,2,0.5428571428571429,0.2,13,7,11,0,2,0.6285714285714286,0.35
matsuda,0011,20,28,16,4,10,2,4,0.4285714285714286,0.2,11,9,9,2,0,0.6071428571428572,0.45
okumura,0011,20,25,17,3,8,1,8,0.31999999999999995,0.15,10,10,8,1,1,0.6,0.5
ozawa,0011,20,37,18,2,9,1,8,0.5135135135135135,0.1,11,9,8,2,1,0.7027027027027026,0.45
takeoka,0011,20,31,18,2,12,2,4,0.4193548387096774,0.1,12,8,10,1,1,0.6129032258064516,0.4
kaneko,0012,17,53,14,3,10,1,3,0.7358490566037736,0.17647058823529413,9,8,7,0,2,0.8301886792452831,0.47058823529411764
katagiri,0012,17,32,14,3,11,1,2,0.5625,0.17647058823529413,12,5,11,1,0,0.625,0.29411764705882354
kojimaarai,0012,17,25,13,4,8,1,4,0.48,0.23529411764705882,11,6,8,1,2,0.56,0.35294117647058826
komachiya,0012,17,32,13,4,7,1,5,0.59375,0.23529411764705882,11,6,7,1,3,0.65625,0.35294117647058826
kubota,0012,17,29,14,3,10,1,3,0.5172413793103448,0.17647058823529413,12,5,10,1,1,0.5862068965517242,0.29411764705882354
kyusojin,0012,17,26,12,5,9,1,2,0.5384615384615384,0.29411764705882354,10,7,8,1,1,0.6153846153846154,0.4117647058823529
matsuda,0012,17,28,13,4,9,1,3,0.5357142857142857,0.23529411764705882,11,6,8,1,2,0.6071428571428572,0.35294117647058826
okumura,0012,17,32,13,4,8,1,4,0.59375,0.23529411764705882,12,5,7,1,4,0.625,0.29411764705882354
ozawa,0012,17,34,12,5,7,1,4,0.6470588235294117,0.29411764705882354,10,7,7,1,2,0.7058823529411764,0.4117647058823529
takeoka,0012,17,22,13,4,10,1,2,0.40909090909090906,0.23529411764705882,11,6,10,1,0,0.5,0.35294117647058826
kaneko,0013,17,45,14,3,12,1,1,0.6888888888888889,0.17647058823529413,12,5,11,1,0,0.7333333333333334,0.29411764705882354
katagiri,0013,17,28,12,5,8,1,3,0.5714285714285714,0.29411764705882354,9,8,7,1,1,0.6785714285714286,0.47058823529411764
kojimaarai,0013,17,25,13,4,8,3,2,0.48,0.23529411764705882,7,10,6,1,0,0.72,0.5882352941176471
komachiya,0013,17,23,14,3,9,2,3,0.3913043478260869,0.17647058823529413,12,5,8,2,2,0.4782608695652174,0.29411764705882354
kubota,0013,17,39,13,4,11,2,0,0.6666666666666667,0.23529411764705882,11,6,9,2,0,0.717948717948718,0.35294117647058826
kyusojin,0013,17,24,11,6,8,0,3,0.5416666666666667,0.35294117647058826,9,8,7,0,2,0.625,0.47058823529411764
matsuda,0013,17,30,13,4,11,1,1,0.5666666666666667,0.23529411764705882,10,7,9,0,1,0.6666666666666667,0.4117647058823529
okumura,0013,17,24,12,5,9,0,3,0.5,0.29411764705882354,6,11,3,0,3,0.75,0.6470588235294118
ozawa,0013,17,41,13,4,8,2,3,0.6829268292682926,0.23529411764705882,9,8,4,1,4,0.7804878048780488,0.47058823529411764
takeoka,0013,17,25,14,3,10,1,3,0.43999999999999995,0.17647058823529413,12,5,10,1,1,0.52,0.29411764705882354
kaneko,0014,16,40,14,2,11,2,1,0.65,0.125,11,5,8,3,0,0.725,0.3125
katagiri,0014,16,36,14,2,10,1,3,0.6111111111111112,0.125,13,3,10,1,2,0.6388888888888888,0.1875
kojimaarai,0014,16,27,12,4,11,1,0,0.5555555555555556,0.25,12,4,9,2,1,0.5555555555555556,0.25
komachiya,0014,16,28,10,6,9,0,1,0.6428571428571428,0.375,10,6,9,0,1,0.6428571428571428,0.375
kubota,0014,16,27,12,4,10,1,1,0.5555555555555556,0.25,11,5,10,1,0,0.5925925925925926,0.3125
kyusojin,0014,16,32,14,2,11,1,2,0.5625,0.125,13,3,10,1,2,0.59375,0.1875
matsuda,0014,16,34,14,2,11,1,2,0.5882352941176471,0.125,12,4,10,1,1,0.6470588235294117,0.25
okumura,0014,16,31,11,5,10,0,1,0.6451612903225806,0.3125,9,7,8,0,1,0.7096774193548387,0.4375
ozawa,0014,16,34,11,5,10,1,0,0.6764705882352942,0.3125,9,7,7,1,1,0.7352941176470589,0.4375
takeoka,0014,16,23,13,3,10,2,1,0.4347826086956522,0.1875,12,4,10,2,0,0.4782608695652174,0.25
kaneko,0015,17,39,13,4,8,2,3,0.6666666666666667,0.23529411764705882,10,7,6,2,2,0.7435897435897436,0.4117647058823529
katagiri,0015,17,28,12,5,10,0,2,0.5714285714285714,0.29411764705882354,10,7,9,0,1,0.6428571428571428,0.4117647058823529
kojimaarai,0015,17,25,10,7,8,0,2,0.6,0.4117647058823529,9,8,8,0,1,0.64,0.47058823529411764
komachiya,0015,17,22,12,5,9,1,2,0.4545454545454546,0.29411764705882354,10,7,8,1,1,0.5454545454545454,0.4117647058823529
kubota,0015,17,30,11,6,8,0,3,0.6333333333333333,0.35294117647058826,9,8,8,0,1,0.7,0.47058823529411764
kyusojin,0015,17,38,15,2,12,1,2,0.6052631578947368,0.11764705882352941,13,4,11,1,1,0.6578947368421053,0.23529411764705882
matsuda,0015,17,23,13,4,8,1,4,0.4347826086956522,0.23529411764705882,10,7,8,1,1,0.5652173913043479,0.4117647058823529
okumura,0015,17,28,11,6,8,1,2,0.6071428571428572,0.35294117647058826,9,8,8,0,1,0.6785714285714286,0.47058823529411764
ozawa,0015,17,28,11,6,9,0,2,0.6071428571428572,0.35294117647058826,8,9,7,0,1,0.7142857142857143,0.5294117647058824
takeoka,0015,17,22,14,3,12,0,2,0.36363636363636365,0.17647058823529413,13,4,12,0,1,0.40909090909090906,0.23529411764705882
kaneko,0016,15,46,12,3,11,0,1,0.7391304347826086,0.2,12,3,11,0,1,0.7391304347826086,0.2
katagiri,0016,15,30,12,3,9,1,2,0.6,0.2,8,7,6,2,0,0.7333333333333334,0.4666666666666667
kojimaarai,0016,15,21,12,3,9,2,1,0.4285714285714286,0.2,11,4,9,2,0,0.47619047619047616,0.26666666666666666
komachiya,0016,15,21,9,6,6,2,1,0.5714285714285714,0.4,7,8,6,1,0,0.6666666666666667,0.5333333333333333
kubota,0016,15,20,11,4,7,2,2,0.44999999999999996,0.26666666666666666,8,7,7,1,0,0.6,0.4666666666666667
kyusojin,0016,15,25,10,5,8,1,1,0.6,0.3333333333333333,8,7,8,0,0,0.6799999999999999,0.4666666666666667
matsuda,0016,15,20,10,5,7,1,2,0.5,0.3333333333333333,7,8,7,0,0,0.65,0.5333333333333333
okumura,0016,15,29,11,4,6,2,3,0.6206896551724138,0.26666666666666666,6,9,2,3,1,0.7931034482758621,0.6
ozawa,0016,15,31,10,5,8,1,1,0.6774193548387097,0.3333333333333333,8,7,8,0,0,0.7419354838709677,0.4666666666666667
takeoka,0016,15,23,10,5,7,1,2,0.5652173913043479,0.3333333333333333,7,8,7,0,0,0.6956521739130435,0.5333333333333333
kaneko,0017,18,45,13,5,9,1,3,0.7111111111111111,0.2777777777777778,12,6,8,1,3,0.7333333333333334,0.3333333333333333
katagiri,0017,18,25,12,6,7,1,4,0.52,0.3333333333333333,11,7,7,1,3,0.56,0.3888888888888889
kojimaarai,0017,18,24,11,7,6,1,4,0.5416666666666667,0.3888888888888889,9,9,5,1,3,0.625,0.5
komachiya,0017,18,23,10,8,5,1,4,0.5652173913043479,0.4444444444444444,8,10,5,1,2,0.6521739130434783,0.5555555555555556
kubota,0017,18,17,12,6,10,0,2,0.2941176470588235,0.3333333333333333,12,6,10,0,2,0.2941176470588235,0.3333333333333333
kyusojin,0017,18,27,14,4,9,1,4,0.4814814814814815,0.2222222222222222,12,6,8,1,3,0.5555555555555556,0.3333333333333333
matsuda,0017,18,31,11,7,7,1,3,0.6451612903225806,0.3888888888888889,11,7,7,1,3,0.6451612903225806,0.3888888888888889
okumura,0017,18,27,13,5,8,1,4,0.5185185185185186,0.2777777777777778,10,8,6,1,3,0.6296296296296297,0.4444444444444444
ozawa,0017,18,36,13,5,7,1,5,0.6388888888888888,0.2777777777777778,10,8,6,1,3,0.7222222222222222,0.4444444444444444
takeoka,0017,18,26,14,4,9,3,2,0.46153846153846156,0.2222222222222222,14,4,9,3,2,0.46153846153846156,0.2222222222222222
kaneko,0018,19,56,15,4,10,1,4,0.7321428571428572,0.21052631578947367,12,7,9,2,1,0.7857142857142857,0.3684210526315789
katagiri,0018,19,31,16,3,11,1,4,0.4838709677419355,0.15789473684210525,14,5,11,1,2,0.5483870967741935,0.2631578947368421
kojimaarai,0018,19,25,13,6,7,2,4,0.48,0.3157894736842105,10,9,6,2,2,0.6,0.47368421052631576
komachiya,0018,19,31,13,6,7,2,4,0.5806451612903225,0.3157894736842105,9,10,5,2,2,0.7096774193548387,0.5263157894736842
kubota,0018,19,24,16,3,10,2,4,0.33333333333333337,0.15789473684210525,14,5,9,2,3,0.41666666666666663,0.2631578947368421
kyusojin,0018,19,24,16,3,9,2,5,0.33333333333333337,0.15789473684210525,12,7,7,2,3,0.5,0.3684210526315789
matsuda,0018,19,29,14,5,7,3,4,0.5172413793103448,0.2631578947368421,11,8,6,3,2,0.6206896551724138,0.42105263157894735
okumura,0018,19,36,14,5,8,2,4,0.6111111111111112,0.2631578947368421,13,6,6,2,5,0.6388888888888888,0.3157894736842105
ozawa,0018,19,31,16,3,10,2,4,0.4838709677419355,0.15789473684210525,13,6,9,2,2,0.5806451612903225,0.3157894736842105
takeoka,0018,19,24,15,4,10,1,4,0.375,0.21052631578947367,13,6,10,1,2,0.45833333333333337,0.3157894736842105
kaneko,0019,19,41,18,1,11,2,5,0.5609756097560976,0.05263157894736842,12,7,8,2,2,0.7073170731707317,0.3684210526315789
katagiri,0019,19,35,19,0,12,4,3,0.4571428571428572,0.0,16,3,11,3,2,0.5428571428571429,0.15789473684210525
kojimaarai,0019,19,29,19,0,13,1,5,0.3448275862068966,0.0,14,5,11,1,2,0.5172413793103448,0.2631578947368421
komachiya,0019,19,27,19,0,12,2,5,0.2962962962962963,0.0,14,5,10,2,2,0.4814814814814815,0.2631578947368421
kubota,0019,19,33,19,0,12,2,5,0.4242424242424242,0.0,14,5,11,2,1,0.5757575757575757,0.2631578947368421
kyusojin,0019,19,32,18,1,12,3,3,0.4375,0.05263157894736842,15,4,10,2,3,0.53125,0.21052631578947367
matsuda,0019,19,35,19,0,11,4,4,0.4571428571428572,0.0,14,5,9,3,2,0.6,0.2631578947368421
okumura,0019,19,34,19,0,11,3,5,0.4411764705882353,0.0,14,5,9,3,2,0.5882352941176471,0.2631578947368421
ozawa,0019,19,33,19,0,12,3,4,0.4242424242424242,0.0,14,5,10,3,1,0.5757575757575757,0.2631578947368421
takeoka,0019,19,27,19,0,12,3,4,0.2962962962962963,0.0,14,5,11,3,0,0.4814814814814815,0.2631578947368421
kaneko,0020,18,35,13,5,12,0,1,0.6285714285714286,0.2777777777777778,11,7,10,0,1,0.6857142857142857,0.3888888888888889
katagiri,0020,18,28,12,6,10,0,2,0.5714285714285714,0.3333333333333333,10,8,8,0,2,0.6428571428571428,0.4444444444444444
kojimaarai,0020,18,22,12,6,9,1,2,0.4545454545454546,0.3333333333333333,11,7,9,1,1,0.5,0.3888888888888889
komachiya,0020,18,30,12,6,10,0,2,0.6,0.3333333333333333,11,7,10,0,1,0.6333333333333333,0.3888888888888889
kubota,0020,18,34,14,4,12,0,2,0.5882352941176471,0.2222222222222222,13,5,12,0,1,0.6176470588235294,0.2777777777777778
kyusojin,0020,18,27,12,6,9,1,2,0.5555555555555556,0.3333333333333333,11,7,9,1,1,0.5925925925925926,0.3888888888888889
matsuda,0020,18,27,12,6,10,0,2,0.5555555555555556,0.3333333333333333,10,8,8,0,2,0.6296296296296297,0.4444444444444444
okumura,0020,18,33,14,4,11,1,2,0.5757575757575757,0.2222222222222222,12,6,10,1,1,0.6363636363636364,0.3333333333333333
ozawa,0020,18,32,15,3,13,1,1,0.53125,0.16666666666666666,14,4,12,1,1,0.5625,0.2222222222222222
takeoka,0020,18,30,15,3,13,0,2,0.5,0.16666666666666666,13,5,12,0,1,0.5666666666666667,0.2777777777777778
kaneko,0021,19,36,17,2,11,4,2,0.5277777777777778,0.10526315789473684,14,5,8,4,2,0.6111111111111112,0.2631578947368421
katagiri,0021,19,31,18,1,12,2,4,0.4193548387096774,0.05263157894736842,15,4,11,2,2,0.5161290322580645,0.21052631578947367
kojimaarai,0021,19,24,18,1,13,2,3,0.25,0.05263157894736842,15,4,12,2,1,0.375,0.21052631578947367
komachiya,0021,19,26,16,3,11,3,2,0.3846153846153846,0.15789473684210525,14,5,10,3,1,0.46153846153846156,0.2631578947368421
kubota,0021,19,28,19,0,14,2,3,0.3214285714285714,0.0,17,2,14,2,1,0.3928571428571429,0.10526315789473684
kyusojin,0021,19,34,17,2,11,3,3,0.5,0.10526315789473684,14,5,9,3,2,0.5882352941176471,0.2631578947368421
matsuda,0021,19,24,18,1,11,4,3,0.25,0.05263157894736842,15,4,10,4,1,0.375,0.21052631578947367
okumura,0021,19,27,17,2,12,2,3,0.37037037037037035,0.10526315789473684,14,5,11,2,1,0.4814814814814815,0.2631578947368421
ozawa,0021,19,45,16,3,12,1,3,0.6444444444444444,0.15789473684210525,13,6,10,1,2,0.7111111111111111,0.3157894736842105
takeoka,0021,19,24,19,0,14,2,3,0.20833333333333337,0.0,17,2,14,2,1,0.29166666666666663,0.10526315789473684
kaneko,0022,17,33,13,4,11,0,2,0.6060606060606061,0.23529411764705882,11,6,9,0,2,0.6666666666666667,0.35294117647058826
katagiri,0022,17,30,14,3,8,1,5,0.5333333333333333,0.17647058823529413,10,7,7,1,2,0.6666666666666667,0.4117647058823529
kojimaarai,0022,17,26,13,4,8,0,5,0.5,0.23529411764705882,11,6,8,0,3,0.5769230769230769,0.35294117647058826
komachiya,0022,17,26,14,3,9,0,5,0.46153846153846156,0.17647058823529413,10,7,6,0,4,0.6153846153846154,0.4117647058823529
kubota,0022,17,32,13,4,6,1,6,0.59375,0.23529411764705882,10,7,6,1,3,0.6875,0.4117647058823529
kyusojin,0022,17,29,14,3,9,0,5,0.5172413793103448,0.17647058823529413,10,7,8,0,2,0.6551724137931034,0.4117647058823529
matsuda,0022,17,30,13,4,7,1,5,0.5666666666666667,0.23529411764705882,6,11,2,0,4,0.8,0.6470588235294118
okumura,0022,17,24,14,3,8,0,6,0.41666666666666663,0.17647058823529413,9,8,5,0,4,0.625,0.47058823529411764
ozawa,0022,17,33,14,3,9,0,5,0.5757575757575757,0.17647058823529413,10,7,8,0,2,0.696969696969697,0.4117647058823529
takeoka,0022,17,31,14,3,10,0,4,0.5483870967741935,0.17647058823529413,12,5,10,0,2,0.6129032258064516,0.29411764705882354
kaneko,0023,17,46,15,2,8,0,7,0.6739130434782609,0.11764705882352941,10,7,7,0,3,0.782608695652174,0.4117647058823529
katagiri,0023,17,33,16,1,8,1,7,0.5151515151515151,0.058823529411764705,12,5,7,1,4,0.6363636363636364,0.29411764705882354
kojimaarai,0023,17,26,14,3,7,1,6,0.46153846153846156,0.17647058823529413,12,5,7,1,4,0.5384615384615384,0.29411764705882354
komachiya,0023,17,24,14,3,7,1,6,0.41666666666666663,0.17647058823529413,12,5,7,1,4,0.5,0.29411764705882354
kubota,0023,17,27,13,4,11,0,2,0.5185185185185186,0.23529411764705882,12,5,10,0,2,0.5555555555555556,0.29411764705882354
kyusojin,0023,17,31,14,3,9,2,3,0.5483870967741935,0.17647058823529413,13,4,8,2,3,0.5806451612903225,0.23529411764705882
matsuda,0023,17,23,16,1,10,1,5,0.30434782608695654,0.058823529411764705,13,4,9,1,3,0.4347826086956522,0.23529411764705882
okumura,0023,17,30,14,3,7,2,5,0.5333333333333333,0.17647058823529413,13,4,7,2,4,0.5666666666666667,0.23529411764705882
ozawa,0023,17,33,14,3,8,3,3,0.5757575757575757,0.17647058823529413,11,6,6,3,2,0.6666666666666667,0.35294117647058826
takeoka,0023,17,27,16,1,11,0,5,0.40740740740740744,0.058823529411764705,12,5,10,0,2,0.5555555555555556,0.29411764705882354
kaneko,0024,16,34,10,6,9,0,1,0.7058823529411764,0.375,8,8,7,0,1,0.7647058823529411,0.5
katagiri,0024,16,29,13,3,8,2,3,0.5517241379310345,0.1875,9,7,6,1,2,0.6896551724137931,0.4375
kojimaarai,0024,16,27,12,4,8,1,3,0.5555555555555556,0.25,9,7,7,0,2,0.6666666666666667,0.4375
komachiya,0024,16,25,11,5,6,1,4,0.56,0.3125,8,8,5,1,2,0.6799999999999999,0.5
kubota,0024,16,37,14,2,8,1,5,0.6216216216216216,0.125,12,4,8,1,3,0.6756756756756757,0.25
kyusojin,0024,16,25,12,4,7,1,4,0.52,0.25,11,5,7,1,3,0.56,0.3125
matsuda,0024,16,21,11,5,6,1,4,0.47619047619047616,0.3125,9,7,6,1,2,0.5714285714285714,0.4375
okumura,0024,16,22,11,5,6,0,5,0.5,0.3125,7,9,4,0,3,0.6818181818181819,0.5625
ozawa,0024,16,31,14,2,7,1,6,0.5483870967741935,0.125,9,7,5,0,4,0.7096774193548387,0.4375
takeoka,0024,16,28,13,3,10,2,1,0.5357142857142857,0.1875,11,5,8,2,1,0.6071428571428572,0.3125
kaneko,0025,16,37,13,3,11,1,1,0.6486486486486487,0.1875,10,6,9,1,0,0.7297297297297297,0.375
katagiri,0025,16,34,12,4,10,0,2,0.6470588235294117,0.25,10,6,9,0,1,0.7058823529411764,0.375
kojimaarai,0025,16,33,12,4,10,2,0,0.6363636363636364,0.25,10,6,8,2,0,0.696969696969697,0.375
komachiya,0025,16,32,13,3,11,1,1,0.59375,0.1875,11,5,10,1,0,0.65625,0.3125
kubota,0025,16,34,13,3,11,1,1,0.6176470588235294,0.1875,12,4,11,1,0,0.6470588235294117,0.25
kyusojin,0025,16,20,10,6,9,0,1,0.5,0.375,7,9,7,0,0,0.65,0.5625
matsuda,0025,16,31,12,4,10,0,2,0.6129032258064516,0.25,10,6,9,0,1,0.6774193548387097,0.375
okumura,0025,16,35,12,4,10,1,1,0.6571428571428571,0.25,10,6,9,1,0,0.7142857142857143,0.375
ozawa,0025,16,30,14,2,9,1,4,0.5333333333333333,0.125,11,5,9,0,2,0.6333333333333333,0.3125
takeoka,0025,16,30,15,1,10,3,2,0.5,0.0625,13,3,9,3,1,0.5666666666666667,0.1875
kaneko,0026,17,39,15,2,10,2,3,0.6153846153846154,0.11764705882352941,11,6,7,1,3,0.717948717948718,0.35294117647058826
katagiri,0026,17,30,14,3,9,1,4,0.5333333333333333,0.17647058823529413,12,5,7,2,3,0.6,0.29411764705882354
kojimaarai,0026,17,38,14,3,9,0,5,0.631578947368421,0.17647058823529413,12,5,8,0,4,0.6842105263157895,0.29411764705882354
komachiya,0026,17,29,16,1,10,1,5,0.4482758620689655,0.058823529411764705,14,3,10,1,3,0.5172413793103448,0.17647058823529413
kubota,0026,17,44,15,2,8,2,5,0.6590909090909092,0.11764705882352941,11,6,7,2,2,0.75,0.35294117647058826
kyusojin,0026,17,28,13,4,10,1,2,0.5357142857142857,0.23529411764705882,11,6,9,1,1,0.6071428571428572,0.35294117647058826
matsuda,0026,17,25,15,2,9,1,5,0.4,0.11764705882352941,11,6,8,1,2,0.56,0.35294117647058826
okumura,0026,17,24,11,6,5,1,5,0.5416666666666667,0.35294117647058826,8,9,5,0,3,0.6666666666666667,0.5294117647058824
ozawa,0026,17,43,14,3,7,2,5,0.6744186046511628,0.17647058823529413,10,7,5,2,3,0.7674418604651163,0.4117647058823529
takeoka,0026,17,33,11,6,9,0,2,0.6666666666666667,0.35294117647058826,10,7,9,0,1,0.696969696969697,0.4117647058823529
kaneko,0027,18,33,14,4,10,0,4,0.5757575757575757,0.2222222222222222,12,6,10,0,2,0.6363636363636364,0.3333333333333333
katagiri,0027,18,33,16,2,12,1,3,0.5151515151515151,0.1111111111111111,14,4,12,1,1,0.5757575757575757,0.2222222222222222
kojimaarai,0027,18,21,14,4,11,1,2,0.33333333333333337,0.2222222222222222,12,6,11,1,0,0.4285714285714286,0.3333333333333333
komachiya,0027,18,23,15,3,12,1,2,0.34782608695652173,0.16666666666666666,13,5,11,1,1,0.4347826086956522,0.2777777777777778
kubota,0027,18,20,14,4,10,1,3,0.30000000000000004,0.2222222222222222,12,6,10,1,1,0.4,0.3333333333333333
